record_id,channel,pmid,doi,openalex_id,title,year,authors,dedup_status,screening_status_round_1,screening_recommendation,screening_reason,human_approval
REC_DIR_0103,Direct_Harvest,,https://doi.org/10.3389/fnins.2025.1580931,,UET175: EEG dataset of motor imagery tasks in Vietnamese stroke patients,2025,"['Chau Ma Thi', 'Hoang-Anh Nguyen The', 'Kien Nguyen Minh', 'Long Vu Thanh', 'Hieu Nguyen Dinh', 'Nhu-Y Huynh Thi', 'Thanh-Huong Ha Thi', 'Trong-Nghia Hoang Tien', 'Doan-Truc Au Dao', 'Kim-Long Nguyen Hoang', 'Vy Huynh Kha', 'T. Hoang']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Xây dựng bộ dữ liệu sóng não EEG (UET175) cho nhiệm vụ tưởng tượng vận động ở bệnh nhân đột quỵ Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0104,Direct_Harvest,,https://doi.org/10.1108/aeds-06-2024-294,,Guest editorial: Transnationalization of higher education: challenges and opportunities,2024,"['Ka Ho Mok', 'Kun Dai']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX01_NOT_AI (Xuyên quốc gia hóa giáo dục đại học chung, không có nội dung AI/ML hay y tế).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0105,Direct_Harvest,,https://doi.org/10.1109/ichst66555.2025.11428741,,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,2025,"['Hung T. Nguyen', 'Minh Khau', 'Huyen Nguyen', 'Hieu Pham']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp xây dựng công cụ AI tiên lượng cá thể hóa triệu chứng bệnh lý tâm thần tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0107,Direct_Harvest,,https://doi.org/10.1080/17480930.2025.2492086,,Dynamic weighting and genetic algorithm-based hybrid SVR-Ridge model for improving PM <sub>2.5</sub> forecasting in open-pit copper mines,2025,"['L. T. K. Ngoc', 'Hoang Nguyen', 'Xuan-Nam Bui', 'Trung-Tin Tran']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX02_NOT_HEALTHCARE (Dự báo bụi PM2.5 trong mỏ đồng mỏ hở - Khai thác mỏ/Môi trường, không thuộc y tế).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0108,Direct_Harvest,,https://doi.org/10.4103/amsr.amsr_19_23,,The evidence for evidence-based medicine,2023,['Subhankar Chowdhury'],UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX01_NOT_AI (Bằng chứng cho y học dựa trên bằng chứng EBM chung, không có ứng dụng hay quản trị AI/ML).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0109,Direct_Harvest,,https://doi.org/10.48550/arxiv.2601.01897,,A Hybrid Architecture for Multi-Stage Claim Document Understanding: Combining Vision-Language Models and Machine Learning for Real-Time Processing,2026,"['Lilu Cheng', 'Jingjun Lu', 'Yi Xuan Chan', 'Quốc Khải Nguyễn', 'John Bi', 'Sean Ho']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Sử dụng VLM và ML hiểu tài liệu yêu cầu bồi thường (Bảo hiểm y tế/Tài chính y tế) — tác giả Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0111,Direct_Harvest,,https://doi.org/10.1109/tgrs.2026.3668935,,Adaptive Modeling for Air Quality: A Continual Learning Framework for PM₂.₅ Estimation in Vietnam,2026,"['Phuong D.M. Nguyen', 'Duy A. Nguyen', 'Thanh T.N. Nguyen']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX02_NOT_HEALTHCARE (Mô hình Học liên tục ước tính bụi PM2.5 môi trường tại Việt Nam, không thuộc y tế lâm sàng).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0112,Direct_Harvest,,https://doi.org/10.60848/13816,,"Improving accuracy, stability, and practicability of poverty-targeting tools in the context of vietnamese ethnic minorities",2025,['Be Thanh Duong'],UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX01_NOT_AI (Công cụ nhắm mục tiêu giảm nghèo cho đồng bào dân tộc thiểu số Việt Nam - An sinh xã hội chung).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0113,Direct_Harvest,,https://doi.org/10.7554/elife.72930.sa1,,"Decision letter: Development, validation, and application of a machine learning model to estimate salt consumption in 54 countries",2021,['Gian Paolo Rossi'],UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX03_NOT_VIETNAM_HEALTH_CONTEXT (Thư quyết định về mô hình ML ước tính tiêu thụ muối 54 quốc gia, không có bối cảnh VN).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0114,Direct_Harvest,,https://doi.org/10.7554/elife.72930.sa2,,"Author response: Development, validation, and application of a machine learning model to estimate salt consumption in 54 countries",2021,"['Wilmer Cristobal Guzman‐Vilca', 'Manuel Castillo‐Cara', 'Rodrigo M. Carrillo‐Larco']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX03_NOT_VIETNAM_HEALTH_CONTEXT (Phản hồi tác giả về mô hình ML ước tính tiêu thụ muối 54 quốc gia).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0115,Direct_Harvest,,https://doi.org/10.48550/arxiv.2606.04037,,Toward Pre-Deployment Assurance for Enterprise AI Agents: Ontology-Grounded Simulation and Trust Certification,2026,"['Thanh Luong Tuan', 'Abhijit Sanyal']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Kiểm định niềm tin và chứng nhận tin cậy (Trust Certification) cho Enterprise AI Agents trước khi triển khai.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0117,Direct_Harvest,,https://doi.org/10.5281/zenodo.19990364,,Trustworthy RF/Microwave Biomedical AI: Information Fusion and Evaluation Design for Clinical Translation,2026,['Ahmad Aldelemy'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Thiết kế đánh giá và dịch chuyển lâm sàng cho AI y sinh đáng tin cậy (Trustworthy Biomedical AI).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0119,Direct_Harvest,,https://doi.org/10.56734/ijahss.v6n5a6,,The Impact Of Digital Diplomacy On International Politics In The Early Decades Of The 21st Century And Its Implications For Vietnam,2025,"['Nguyen Ngoc Cuong', 'Bui Thanh Nam', 'Nguyen Van Dap']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX02_NOT_HEALTHCARE (Ngoại giao số và chính trị quốc tế đối với Việt Nam - Chính trị/Ngoại giao, không thuộc y tế).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0122,Direct_Harvest,,https://doi.org/10.25073/2588-1159/vnuer.4325,,Parent’s Perception and Willingness for Using Internet Based Mental Health Application for Children,2019,"['Trần Thành Nam', 'Hien Hoang']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Nhận thức và sự sẵn lòng của phụ huynh Việt Nam khi dùng ứng dụng sức khỏe tâm thần dựa trên Internet cho trẻ em.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0123,Direct_Harvest,,https://doi.org/10.1162/daed_a_02085,,Opening Dialogue,2024,"['Lee C. Bollinger', 'Geoffrey R. Stone']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX01_NOT_AI (Mở đầu đối thoại về tự do ngôn luận - Tạp chí Daedalus, không có nội dung AI hay y tế VN).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0124,Direct_Harvest,,https://doi.org/10.1177/20552076241293974,,The i-CanManage program to improve exercise and symptom management for Vietnamese women after cancer: A pilot randomized controlled trial protocol,2024,"['Thi Hoa Huyen Nguyen', 'Thi Hoa Huyen Nguyen', 'Linh Khanh Bui', 'Tran Ngoc Tran', 'Ngan Thi Thuy Nguyen', 'Anh Hoang Phuong', 'Hieu Huy Pham', 'Andrew W. Taylor‐Robinson', 'Tran Quang Duc', 'Huong Thi Thanh Nguyen', 'Huong Thi Thanh Nguyen']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Chương trình quản lý triệu chứng và bài tập kỹ thuật số (i-CanManage) cho phụ nữ Việt Nam sau điều trị ung thư.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0125,Direct_Harvest,,https://doi.org/10.13057/asianjfor/r090112,,"Estimating forest above ground biomass in Dak Lak Province, Vietnam",2025,"['Ho Dinh Bao', 'Nguyễn Thị Thanh Hương']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Ước tính sinh khối trên mặt đất của rừng ở Đắk Lắk - Lâm nghiệp/Môi trường).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0126,Direct_Harvest,,https://doi.org/10.61586/qwc38,,Sustainable Development of Physical Education in Vietnam: Digital Transformation from 2020 to 2025 and vision to 2030,2025,"['Ngo Huu Phuc', 'Le Hoang Son Chau', 'Nguyen Hoang Minh Thuan']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Chuyển đổi số trong phát triển thể dục thể thao trường học tại Việt Nam - Giáo dục thể chất).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0127,Direct_Harvest,,https://doi.org/10.17605/osf.io/n5fb2,,Recovering Health Disparities When Race and Ethnicity Information is Inadequate,2026,['Derek Ouyang'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Khôi phục bất bình đẳng sức khỏe (Health Disparities) khi thiếu hụt dữ liệu — liên quan đạo đức dữ liệu y tế.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0129,Direct_Harvest,,https://doi.org/10.5281/zenodo.19559782,,"PREreview of ""Diagnostic Accuracy and Potential Resource Savings of Pooled Sputum Testing with Xpert MTB/RIF Ultra for Tuberculosis among adults in Vietnam: A Cross-Sectional Study""",2026,['John Cherry'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Đánh giá độ chính xác chẩn đoán và tiết kiệm nguồn lực cho xét nghiệm lao phổi tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0131,Direct_Harvest,,https://doi.org/10.2196/preprints.71591,,Insights on the current and future state of AI adoption within health systems in Southeast Asia: A qualitative study (Preprint),2025,"['Mochammad Fadjar Wibowo', 'Alexandra Pyle', 'E. F. H. Lim', 'Joshua W. Ohde', 'Nan Liu', 'Jonas Karlström']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Nghiên cứu định tính về thực trạng và tương lai chấp nhận AI trong hệ thống y tế Đông Nam Á (bao gồm Việt Nam).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0134,Direct_Harvest,,https://doi.org/10.1108/aeds-06-2025-0285,,Psychological safety and AI adoption as antecedents of teaching burnout: the mediating effect of work–life balance,2026,['Sang Tang My'],UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (An toàn tâm lý và việc chấp nhận AI ảnh hưởng đến kiệt sức nghề nghiệp của giáo viên phổ thông).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0136,Direct_Harvest,,https://doi.org/10.1177/20552076251396563,,Wearable vital-sign sensors for early detection of severe dengue and sepsis: Clinical applications and implementation in resource-limited settings,2025,"['Mohamed Mustaf Ahmed', 'Zhinya Kawa Othman', 'Sumaya Mahamud Mahamed', 'Olalekan John Okesanya', 'Shuaibu Saidu Musa', 'Francesco Branda', 'Don Eliseo Lucero‐Prisno']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Cảm biến sinh hiệu đeo phát hiện sớm sốt xuất huyết nặng và nhiễm trùng huyết tại vùng nguồn lực hạn chế (LMIC/Việt Nam).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0137,Direct_Harvest,,https://doi.org/10.1097/ede.0000000000001672,,Measuring Racial Sentiment Using Social Media Is Harder Than It Seems,2023,"['Eleanor J. Murray', 'Kareem Carr']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX01_NOT_AI (Đo lường tình cảm chủng tộc trên mạng xã hội - Xã hội học/Truyền thông).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0138,Direct_Harvest,,https://doi.org/10.5194/egusphere-egu24-10056,,"&amp;#160;Air Emission Inventory and AI- based Air Quality Forecasting Models for Developing Countries: A Case Study of Ho Chi Minh City, Vietnam",2024,"['Quoc Bang Ho', 'Hoang Ngoc Khue Vu', 'Tam Thoai Nguyen', 'Ricardo Simón Carbajo']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Mô hình dự báo chất lượng không khí dựa trên AI tại TP.HCM - Môi trường).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0139,Direct_Harvest,,https://doi.org/10.5812/ijpbs-169858,,Primary School Teachers’ Intention to Adopt AI in Sexual and Reproductive Health Education: An Extended Technology Scceptance Model,2026,"['Hoan Ngo-Thi-Kim', 'Quynh Pham-Viet', 'Hong Cuong Do', 'Mai Hoang Thi', 'Thao Tran Thi', 'Thanh Tran Phuong', 'Hiep‐Hung Pham']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Ý định sử dụng AI trong giáo dục sức khỏe sinh sản và tình dục của giáo viên tiểu học tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0140,Direct_Harvest,,https://doi.org/10.52939/ijg.v22i6.5044,,SENTINEL-Dengue ASEAN-11: An AI-Powered Climate–Geospatial Intelligence System for Dengue Early Warning and Surveillance Prioritization Across Southeast Asia,2026,['J. Sudsawart'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Hệ thống trí tuệ địa không gian AI dự báo sớm bệnh sốt xuất huyết khu vực Đông Nam Á (bao gồm Việt Nam).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0141,Direct_Harvest,,https://doi.org/10.63947/bvtn.v1i1.1,,BỆNH VIỆN THỐNG NHẤT – HÀNH TRÌNH PHÁT TRIỂN VÀ ĐỊNH HƯỚNG TRỞ THÀNH TRUNG TÂM LÃO KHOA KỸ THUẬT CAO HÀNG ĐẦU VIỆT NAM,2025,['Lê Đình Thanh'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Định hướng ứng dụng công nghệ cao và y tế số tại Bệnh viện Thống Nhất (Trung tâm Lão khoa hàng đầu Việt Nam).,APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0142,Direct_Harvest,,https://doi.org/10.1108/978-1-80117-139-720211014,,Index,2022,[],UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,"EX01_NOT_AI (Mục lục chỉ mục tạp chí, không có nội dung nghiên cứu).",APPROVED_BY_DAO_TRUNG_THANH
REC_DIR_0143,Direct_Harvest,,https://doi.org/10.17605/osf.io/yvxqp,,TH-Hien Model: protocol and statistical analysis plan (HBeAg-negative CHB),2026,['Hien-Huu Tran'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Đề cương mô hình tiên lượng và kế hoạch phân tích thống kê bệnh viêm gan B mạn tính tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0001,Indirect_Harvest,,https://doi.org/10.1016/j.jhydrol.2020.125815,,"Flood risk assessment using hybrid artificial intelligence models integrated with multi-criteria decision analysis in Quang Nam Province, Vietnam",2020,"['Binh Thai Pham', 'Chinh Luu', 'Tran Van Phong', 'Huu Duy Nguyen', 'Hiep Van Le', 'Thai Quoc Tran', 'Huong Thu Ta', 'Indra Prakash']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Đánh giá rủi ro ngập lụt tại Quảng Nam bằng AI - Môi trường/Địa lý).,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0002,Indirect_Harvest,,https://doi.org/10.1016/j.ejca.2025.115274,,"Generative AI chatbots for reliable cancer information: Evaluating web-search, multilingual, and reference capabilities of emerging large language models",2025,"['Bradley D. Menz', 'Natansh D. Modi', 'Ahmad Y. Abuhelwa', 'Warit Ruanglertboon', 'Agnès Vitry', 'Yuan Gao', 'Lee X. Li', 'Rakchha Chhetri', 'Bianca Chu', 'Stephen Bacchi', 'Ganessan Kichenadasse', 'Adel Shahnam', 'Andrew Rowland', 'Michael J. Sorich', 'Ashley M. Hopkins']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Đánh giá khả năng cung cấp thông tin ung thư đa ngôn ngữ của Generative AI Chatbots — giao tiếp y tế bệnh nhân.,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0003,Indirect_Harvest,,https://doi.org/10.1038/s41598-022-24181-x,,Predicting the risk of osteoporosis in older Vietnamese women using machine learning approaches,2022,"['My Bui', 'Minh Hoàng Hà', 'Hoang Giang Pham', 'Thang Phuoc Dao', 'Thuy-Trang Thi Nguyen', 'Minh Loi Nguyen', 'Ngan Thi Vuong', 'Xuyen Hong Thi Hoang', 'Loc Tien', 'Xuan Thanh Dao', 'Cuong Quang Le']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp sử dụng ML tiên lượng rủi ro loãng xương ở phụ nữ cao tuổi Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0004,Indirect_Harvest,,https://doi.org/10.1038/s41598-019-45816-6,,Cross-serotype interactions and disease outcome prediction of dengue infections in Vietnam,2019,"['Ricardo Aguás', 'Ilaria Dorigatti', 'Laurent Coudeville', 'Christine Luxemburger', 'Neil M. Ferguson']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Tiên lượng kết cục bệnh sốt xuất huyết tại Việt Nam (Dữ liệu lâm sàng/Dịch tễ Việt Nam).,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0005,Indirect_Harvest,,https://doi.org/10.14704/web/v18si04/web18144,,"IoTs, Machine Learning (ML), AI and Digital Transformation Affects Various Industries - Principles and Cybersecurity Risks Solutions",2021,"['Nguyễn Đình Trung', 'Dinh Tran Ngoc Huy', 'Trung-Hieu Le']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Tổng quan IoT và AI tác động đến các ngành công nghiệp chung - Kinh tế/An ninh mạng).,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0006,Indirect_Harvest,,https://doi.org/10.1007/s11036-022-01984-w,,Predicting Hypertension Based on Machine Learning Methods: A Case Study in Northwest Vietnam,2022,"['Tran Thi Mai Oanh', 'Nguyễn Thanh Tùng']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp áp dụng ML tiên lượng bệnh tăng huyết áp tại vùng Tây Bắc Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0008,Indirect_Harvest,,https://doi.org/10.1371/journal.pone.0310522,,"Factors associated with 90-day mortality in Vietnamese stroke patients: Prospective findings compared with explainable machine learning, multicenter study",2024,"['Ton Duy', 'Dung Tien Nguyen', 'Cuong Chi Tran', 'Hai Quang Duong', 'Hoa N. Nguyen', 'Dang Phuc Duc', 'Hoàng Bùi Hải', 'Hong-Khoi Vo', 'Tho Quang Pham', 'Hoa Thi Truong', 'Minh C. Tran', 'Phuong Viet Dao']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,So sánh các yếu tố tử vong do đột quỵ tại Việt Nam với mô hình Học máy có thể giải thích (Explainable AI - XAI).,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0010,Indirect_Harvest,,https://doi.org/10.1371/journal.pone.0315281,,A machine learning-based risk score for prediction of mechanical ventilation in children with dengue shock syndrome: A retrospective cohort study,2024,"['Thanh Tat Nguyen', 'Luan Thanh Vo', 'Đỗ Châu Việt', 'Trinh Huu Tung', 'Thien Vu']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp xây dựng thang điểm rủi ro ML tiên lượng thở máy cho trẻ em sốc sốt xuất huyết tại Bệnh viện Nhi đồng TP.HCM.,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0011,Indirect_Harvest,,https://doi.org/10.1007/s12562-021-01577-8,,"Use of GIS and machine learning to predict disease in shrimp farmed on the east coast of the Mekong Delta, Vietnam",2022,"['Nguyen Minh Khiem', 'Yuki Takahashi', 'Hiroki Yasuma', 'Đặng Thị Hoàng Oanh', 'Trần Ngọc Hải', 'Vũ Ngọc Út', 'Nobuo KIMURA']",UNIQUE,EXCLUDED_ROUND_1,EXCLUDE_ROUND_1,EX02_NOT_HEALTHCARE (Sử dụng GIS và ML dự báo bệnh trên tôm nuôi vùng ĐBSCL - Thủy sản/Nông nghiệp).,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0012,Indirect_Harvest,,https://doi.org/10.3390/diagnostics13122087,,The Utilization of Machine Learning Algorithms for Assisting Physicians in the Diagnosis of Diabetes,2023,"['Linh Phuong Nguyen', 'Do Dinh Tung', 'Duong Thanh Nguyen', 'Hong Nhung Le', 'Trần Quốc Toàn', 'Ta Van Binh', 'Dung Thuy Nguyen Pham']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Trực tiếp ứng dụng thuật toán ML hỗ trợ bác sĩ chẩn đoán bệnh đái tháo đường tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0013,Indirect_Harvest,,https://doi.org/10.2196/42895,,Multidimensional Machine Learning for Assessing Parameters Associated With COVID-19 in Vietnam: Validation Study,2023,"['Tue T. Nguyen', 'Ho Cam Tu', 'Huong Thi Thu Bui', 'Lam Khanh Ho', 'Van Thanh Ta']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Thẩm định mô hình ML đa chiều đánh giá các thông số liên quan đến COVID-19 tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0014,Indirect_Harvest,,https://doi.org/10.4103/tjo.tjo-d-23-00101,,"Effectiveness of artificial intelligence for diabetic retinopathy screening in community in Binh Dinh Province, Vietnam",2024,"['Thanh Nguyen Van', 'Hoang Lan Vo Thi']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,"Trực tiếp đánh giá hiệu quả của AI trong sàng lọc bệnh lý võng mạc đái tháo đường tại cộng đồng tỉnh Bình Định, Việt Nam.",APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0015,Indirect_Harvest,,https://doi.org/10.1007/s41748-025-00906-6,,"AI-Driven Climate-Health Forecasting: A Machine Learning Model for Epidemic Risk Prediction in Ba Ria-Vung Tau, Vietnam",2025,['Đặng Anh Tuấn'],UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,"Mô hình ML dự báo rủi ro dịch bệnh dựa trên khí hậu - sức khỏe tại Bà Rịa - Vũng Tàu, Việt Nam.",APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0016,Indirect_Harvest,,https://doi.org/10.1038/s41514-025-00238-9,,STEMI-OP in-hospital mortality prediction algorithms: Frailty-integrated machine learning in older patients undergoing primary PCI,2025,"['Tan Van Nguyen', 'Quan-Vinh Nguyen', 'Huong Quynh Nguyen', 'Nghia Thuong Nguyen', 'Khai Duc Luong', 'Lan Phạm Thị', 'Tu Cam Nguyen', 'T. Vo', 'Phuoc Huu Le', 'Phuc Thien Tran', 'Thanh Dinh Le']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Thuật toán ML tiên lượng tử vong nội viện cho bệnh nhân cao tuổi nhồi máu cơ tim tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0017,Indirect_Harvest,,https://doi.org/10.1186/s12885-025-14026-x,,Artificial intelligence utilization in cancer screening program across ASEAN: a scoping review,2025,"['Hein Minn Tun', 'Hanif Abdul Rahman', 'Lin Naing', 'Owais Ahmed Malik']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Rà soát phạm vi sử dụng AI trong chương trình sàng lọc ung thư tại các nước ASEAN (bao gồm Việt Nam).,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0018,Indirect_Harvest,,https://doi.org/10.1007/978-981-16-9756-2_18,,"Applications of Statistic Softwares, IT and Artificial Intelligence—A Research Case on ByPass Behavior of Patients at Vietnam Hospitals",2022,"['Phạm Văn Tuấn', 'Dinh Tran Ngoc Huy']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,"Nghiên cứu ứng dụng phần mềm thống kê, IT và AI trong hành vi vượt tuyến của bệnh nhân tại các bệnh viện Việt Nam.",APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0019,Indirect_Harvest,,https://doi.org/10.1177/26317745241306562,,Application of artificial intelligence in gastrointestinal endoscopy in Vietnam: a narrative review,2024,"['Hang Viet Dao', 'Binh Phuc Nguyen', 'Nguyễn Thanh Tùng', 'Hoa Ngoc Lam', 'Trang Thi Kieu Nguyen', 'Thao Thi Phuong Dang', 'Long Bao Hoang', 'Huong Thi Le', 'Long Van Dao']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Tổng quan ứng dụng AI trong nội soi tiêu hóa tại Việt Nam (nghiên cứu lâm sàng thực tế tại Việt Nam).,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0020,Indirect_Harvest,,https://doi.org/10.5662/wjm.v15.i3.101837,,Machine learning-based models for prediction of in-hospital mortality in patients with dengue shock syndrome,2025,"['Luan Thanh Vo', 'Thien Vu', 'Thach Ngoc Pham', 'Tung Huu Trinh', 'Thanh Tat Nguyen']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Mô hình ML tiên lượng tử vong nội viện cho bệnh nhân sốc sốt xuất huyết tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0021,Indirect_Harvest,,https://doi.org/10.1007/s10803-026-07227-1,,Machine Learning–Assisted Autism Risk Stratification in Toddlers Using the Vietnamese M-CHAT-R and Perinatal Predictors: A Cross-Sectional Study in Vietnam,2026,"['Thi Vo', 'Phuong Minh Nguyen', 'Duy Nhat Nguyen', 'Trinh Van Nguyen', 'Dien Minh Thai', 'Hung Huynh Vinh Ly', 'Trinh Nguyen Ngoc Luu']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Ứng dụng ML phân tầng rủi ro tự kỷ ở trẻ chập chững bằng thang M-CHAT-R tiếng Việt tại Việt Nam.,APPROVED_BY_DAO_TRUNG_THANH
REC_IND_0022,Indirect_Harvest,,https://doi.org/10.25073/2588-1132/vnumps.4799,,Application of Artificial Intelligence in Healthcare in Vietnam: A Scoping Review of Current Status and Future Research Directions,2025,"['Diem Vuong', 'Viet Vu Duc', 'Bao Minh Phuong Long', 'Hung Pham Xuan', 'Dat Tran Vuong Quoc', 'Ha Thanh Nguyen', 'Linh Nguyen Khanh', 'Khoa Nguyen Dinh', 'Cuong Duy', 'Duc Nguyen Dinh']",UNIQUE,PASSED_TO_ROUND_2,INCLUDE_ROUND_1,Rà soát phạm vi ứng dụng AI trong y tế tại Việt Nam — thực trạng và hướng nghiên cứu tương lai.,APPROVED_BY_DAO_TRUNG_THANH
