record_id,source_type,title,inclusion_decision,confidence_level,analysis_rationale
CANON-00176,ACADEMIC_STUDY,Artificial Intelligence-assisted Translation and Interpretation for Communication With Patients Who Have Language Barriers: A Systematic Review,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00177,ACADEMIC_STUDY,"With Changing Insights, Military Psychiatry Evolved Over Time",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00178,ACADEMIC_STUDY,Analysis of Periodontal Conditions in the Provinces of Vietnam: Results From the National Dental Survey.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00179,ACADEMIC_STUDY,The i-CanManage program to improve exercise and symptom management for Vietnamese women after cancer: A pilot randomized controlled trial protocol,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00180,ACADEMIC_STUDY,Wearable vital-sign sensors for early detection of severe dengue and sepsis: Clinical applications and implementation in resource-limited settings.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00181,ACADEMIC_STUDY,Application of artificial intelligence in gastrointestinal endoscopy in Vietnam: a narrative review.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00182,ACADEMIC_STUDY,Validation of online clearance monitoring and machine learning-based prediction of dialysis adequacy in Vietnamese hemodialysis patients: a cross-sectional study.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00183,ACADEMIC_STUDY,Artificial intelligence utilization in cancer screening program across ASEAN: a scoping review.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00184,ACADEMIC_STUDY,Artificial intelligence-powered virtual standardized patients in teaching history-taking skills to medical students: a randomized controlled trial.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00185,ACADEMIC_STUDY,Future pharmacists in the age of Artificial Intelligence: a mixed-methods study of first-year students in Vietnam.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00186,ACADEMIC_STUDY,The compensatory reserve index predicts recurrent shock in patients with severe dengue.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00187,ACADEMIC_STUDY,"Ecological epidemiology insights into clonorchiosis endemicity in Guangxi, China and Vietnam: a comprehensive machine learning analysis.",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00188,ACADEMIC_STUDY,A data-driven governance framework for co-creation healthcare quality in public hospitals,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00189,ACADEMIC_STUDY,Protecting the gains of malaria elimination in China,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00190,ACADEMIC_STUDY,Application of AI Tools in Creating Datasets from a Real Data Component for Structural Health Monitoring,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00191,ACADEMIC_STUDY,Feasibility of Real-Time AI Models For Clinical Tasks Involving Tetanus: Study Protocol,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00192,ACADEMIC_STUDY,"Drought risk assessment in Quang Tri Province, Vietnam using Landsat multi-temporal remote sensing data and machine learning algorithm",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00193,ACADEMIC_STUDY,"Developing machine learning models for vegetation health index forecasting in the Srepok basin, Vietnam",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00194,ACADEMIC_STUDY,"Estimating forest above ground biomass in Dak Lak Province, Vietnam",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00195,ACADEMIC_STUDY,Continuity of Primary Care and Preventable Hospitalization for Acute Conditions: A Machine Learning-Based Record Linkage Study.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00196,ACADEMIC_STUDY,Applied machine learning for the risk-stratification and clinical decision support of hospitalised patients with dengue in Vietnam.,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00197,ACADEMIC_STUDY,Early individualized risk prediction using clinical data for children during the febrile phase of dengue in outpatient settings in Vietnam and Thailand.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00198,ACADEMIC_STUDY,"Factors associated with 90-day mortality in Vietnamese stroke patients: Prospective findings compared with explainable machine learning, multicenter study.",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00199,ACADEMIC_STUDY,A machine learning-based risk score for prediction of mechanical ventilation in children with dengue shock syndrome: A retrospective cohort study.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00200,ACADEMIC_STUDY,Convolutional neural network using magnetic resonance brain imaging to predict outcome from tuberculosis meningitis.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00201,ACADEMIC_STUDY,Comparison of serum lactate and lactate-derived ratios as prognostic biomarkers in pediatric dengue shock syndrome using supervised machine learning models.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00202,ACADEMIC_STUDY,The study flowchart.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00203,ACADEMIC_STUDY,Missing value chart of candidate variables.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00204,ACADEMIC_STUDY,TRIPOD checklist.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00205,ACADEMIC_STUDY,PAP_NER: A large-scale vietnamese administrative named entity recognition corpus and hybrid deep learning architecture.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00206,ACADEMIC_STUDY,The Social Dimension of Sustainable Development andInequalities: A Multi-Method Analysis of HumanDevelopment Dynamics in CIVETSCountries,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00207,ACADEMIC_STUDY,"IoTs, Machine Learning (ML), AI and Digital Transformation Affects Various Industries - Principles and Cybersecurity Risks Solutions",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00208,ACADEMIC_STUDY,"Genomics and big data: Research, development and applications",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00209,ACADEMIC_STUDY,Artificial Intelligence Integration in Medical Education: A Landscape with HOT Dimensions in Viet Nam,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00210,ACADEMIC_STUDY,VietCheckMed: Explainable Regulatory Compliance Checking for Medical Advertisements on Vietnamese Social Media,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00211,ACADEMIC_STUDY,Editorial: Bridging tradition and innovation: from maintaining masonry bridges to using AI for better understanding bridge behaviour,EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00212,ACADEMIC_STUDY,Using machine learning algorithms for predicting bridge vertical deflection,EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00213,ACADEMIC_STUDY,Recovering Health Disparities When Race and Ethnicity Information is Inadequate,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00214,ACADEMIC_STUDY,TH-Hien Model: protocol and statistical analysis plan (HBeAg-negative CHB),EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00215,ACADEMIC_STUDY,Déjà Vu – A New Coronavirus Challenge,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00216,ACADEMIC_STUDY,Multidimensional Machine Learning on 2173 COVID-19 Patients in Vietnam,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00217,ACADEMIC_STUDY,A Systematic Framework for Investigating Algorithmic Bias as a Social Determinant of Health in Low- and Middle-Income Countries: A Research Protocol,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00218,ACADEMIC_STUDY,Air Quality Index Prediction with Long Short‐Term Memory—Moving Average (LSTM‐MA)—Machine Learning Model,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00219,ACADEMIC_STUDY,A Comparative assessment of ChatGPT vs. Google Translate for the translation of patient instructions,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00220,ACADEMIC_STUDY,Downscaling daily fine Particulate Matter (PM2.5) concentration maps for Ho Chi Minh City,EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00221,ACADEMIC_STUDY,Ecological Epidemiology Insights into Clonorchiosis Endemicity in Southern China and Northern Vietnam: A Comprehensive Machine Learning Analysis,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00222,ACADEMIC_STUDY,Clinical Features And Neuroimaging Findings In Acute Cerebral Infarction Patients Using RAPID Artificial Intelligent (RAPID AI) Software Analysis – A Series Of 54 Cases,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00223,ACADEMIC_STUDY,Predicting as Contamination Risk in Red River Delta Using Machine Learning Algorithms,EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00224,ACADEMIC_STUDY,"Ai Based Air Quality Pm2.5 Forecasting Models for Developing Countries: A Case Study of Ho Chi Minh City, Vietnam",EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00225,ACADEMIC_STUDY,Characteristics of Fatal Occupational Injuries in Migrant Workers in South Korea: A Machine Learning Study,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00226,ACADEMIC_STUDY,Prevalence-Based Gradation (PBG) Process To Tackle Misinformation And Disinformation On Social Media,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00227,ACADEMIC_STUDY,Harnessing Artificial Intelligence to Enhance Electroencephalogram Record Interpretation,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00228,ACADEMIC_STUDY,"Climate-Driven Dynamics of Infectious Diseases: Machine Learning-Based Predictive Modeling in Ba Ria-Vung Tau, Vietnam",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00229,ACADEMIC_STUDY,Estimating Pm2.5 Concentration in Ho Chi Minh City Using Sentinel-5p and Machine Learning on Google Earth Engine (Gee),EXCLUDE,High,"Nghiên cứu thuộc lĩnh vực ngoài y tế (nông nghiệp, môi trường, công trình, du lịch...); ngoài phạm vi tiêu chí PCC (EX02_NOT_HEALTHCARE)."
CANON-00230,ACADEMIC_STUDY,Digital Health Policy and Programs for Hospital Care in Vietnam: Scoping Review.,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00231,ACADEMIC_STUDY,Multidimensional Machine Learning for Assessing Parameters Associated With COVID-19 in Vietnam: Validation Study.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00232,ACADEMIC_STUDY,Adapting and Scaling a Digital Health Intervention to Improve Maternal and Child Health Among Ethnic Minority Women in Vietnam Amid the COVID-19 Context: Protocol for the dMOM Project.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00233,ACADEMIC_STUDY,The Roles of NOTCH3 p.R544C and Thrombophilia Genes in Vietnamese Patients With Ischemic Stroke: Study Involving a Hierarchical Cluster Analysis.,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00234,ACADEMIC_STUDY,Assessment of Digital Capabilities by 9 Countries in the Alliance for Healthy Cities Using AI: Cross-Sectional Analysis.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00235,ACADEMIC_STUDY,Insights Into the Current and Future State of AI Adoption Within Health Systems in Southeast Asia: Cross-Sectional Qualitative Study.,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00236,ACADEMIC_STUDY,What Are the Opportunities and Challenges of Using AI in Medical Education in Vietnam?,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00237,ACADEMIC_STUDY,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries: Quantitative Pilot Feasibility Study.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00238,ACADEMIC_STUDY,"Knowledge, Attitudes, and Practices Related to AI in Learning and Research Among Medical Students in Vietnam: Cross-Sectional Study.",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00239,ACADEMIC_STUDY,TLAS-YHCT VN: Development and Evaluation of a Socratic AI Teaching Assistant for Traditional Vietnamese Medicine Education — A Two-Phase Mixed-Methods Study (Preprint),UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00240,ACADEMIC_STUDY,Digital Health Policy and Programs for Hospital Care in Vietnam: Scoping Review (Preprint),INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00241,ACADEMIC_STUDY,Multidimensional Machine Learning for Assessing Parameters Associated With COVID-19 in Vietnam: Validation Study (Preprint),UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00242,ACADEMIC_STUDY,Adapting and Scaling a Digital Health Intervention to Improve Maternal and Child Health Among Ethnic Minority Women in Vietnam Amid the COVID-19 Context: Protocol for the dMOM Project (Preprint),UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00243,ACADEMIC_STUDY,Digital health technology adoption in five Vietnamese hospitals: a self-report assessment (Preprint),INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00244,ACADEMIC_STUDY,Insights on the current and future state of AI adoption within health systems in Southeast Asia: A qualitative study (Preprint),INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00245,ACADEMIC_STUDY,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries – A Pilot Feasibility Study (Preprint),UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00246,ACADEMIC_STUDY,Prediction of corroded reinforced concrete beam deflection using a metaheuristic optimized least squares support vector regression,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00247,ACADEMIC_STUDY,"Applying artificial intelligence and digital health technologies, Viet Nam.",UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00248,ACADEMIC_STUDY,PhoBERT: Application in Disease Classification based on Vietnamese Symptom Analysis,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00249,ACADEMIC_STUDY,Application of Artificial Intelligence in Healthcare in Vietnam: A Scoping Review of Current Status and Future Research Directions,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00250,ACADEMIC_STUDY,Overview of AI Agent Applications in Hospital Pharmacy Operations,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00251,ACADEMIC_STUDY,Parent’s Perception and Willingness for Using Internet Based Mental Health Application for Children,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00252,ACADEMIC_STUDY,Integrating Diverse Voices and Data Science: Advancing Equity in the Public Opinion Data Cycle for Health Emergencies,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00253,ACADEMIC_STUDY,"Remote sensing for yield estimation and climate risk management for coffee in Central Highlands, Vietnam",EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00254,ACADEMIC_STUDY,Academic use of ChatGPT among postgraduate healthcare students: Findings from a cross-sectional study,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00255,ACADEMIC_STUDY,Development and validation of machine learning-based predictive clinical decision support system for olanzapine in patients with schizophrenia,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00256,ACADEMIC_STUDY,Toward Audio Beehive Monitoring Based on IoT-AI techniques: A Survey and Perspective,EXCLUDE,High,"Nghiên cứu y khoa lâm sàng hoặc mô hình thuật toán kỹ thuật thuần túy, không đề cập đến khía cạnh đạo đức, trách nhiệm hay chính sách quản trị AI."
CANON-00257,ACADEMIC_STUDY,Cory COVID-Bot: An Evidence-Based Behavior Change Chatbot for COVID-19.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
CANON-00258,ACADEMIC_STUDY,Transfer Learning Enhances Neurological Outcome Prediction for Out-of-Hospital Cardiac Arrest: Validation Across Diverse Geographic Contexts.,INCLUDE,High,"Văn bản quy phạm pháp luật hoặc nghiên cứu trực tiếp quy định/phân tích thể chế, khung pháp lý, đạo đức và chính sách triển khai AI y tế tại Việt Nam."
CANON-00259,ACADEMIC_STUDY,Prediction of Early Functional Outcome After Acute Ischemic Stroke Using Real-World Clinical Data in Vietnam and Indonesia: Retrospective Cohort Study.,UNCERTAIN,Medium,"Ứng dụng AI/ML/LLM trong chẩn đoán, điều trị hoặc quản lý y tế có khả năng áp dụng tại Việt Nam; cần rà soát toàn văn để kiểm tra quy trình giám sát an toàn và đạo đức."
